"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/04/24 8:32:00 p. m. GMT-5","6","Masculino","64","1.73","17","Ingeniería, Tecnología y Construcción.","3","6","1","0","Omnívora: Consume alimentos de origen animal y vegetal.","3","10","3","0","Regular","Regular","10","0","3","0","0","2","1","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","150","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/24 8:44:13 p. m. GMT-5","5","Femenino","56","1.68","18","Ciencias de la Salud.","3","7","1.5","14.0","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","2","1","0","0","Muy bajo","Muy mala","5","0","1","0","0","0","4","1","Ir de compras","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Regular","No","500","A veces","Regular","Bastante","A veces"
"2026/04/24 8:49:12 p. m. GMT-5","8","Masculino","64","1.75","18","Ingeniería, Tecnología y Construcción.","5","5","1","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","1","Regular","Regular","6","7","3","0","0","0","3","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Buena","Sí","0","A veces","Bastante","Regular","Frecuentemente"
"2026/04/24 8:49:36 p. m. GMT-5","8","Femenino","55","1.60","19","Ingeniería, Tecnología y Construcción.","5","5","3","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","2","Bajo","Mala","6","2","2","1","1","1","3","1","Jugar videojuegos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","20","Rara vez","Regular","Bastante","Rara vez"
"2026/04/24 8:52:12 p. m. GMT-5","5","Femenino","48","1.58","18","Ciencias Sociales y Derecho.","3","6","15 ","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","5","Muy alto","Buena","6","0","3","0","0","0","3","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","0","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/24 9:55:48 p. m. GMT-5","8","Masculino","60","1.70","18","Ingeniería, Tecnología y Construcción.","5","5","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","5","0","Muy bajo","Mala","5","0","2","0","0","2","4","1","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Deportes colectivos (futbol, basket, vóley).","Regular","No","30","Rara vez","Regular","Poco","Frecuentemente"
"2026/04/24 9:57:28 p. m. GMT-5","5","Femenino","69","1.61","18","Ciencias Sociales y Derecho.","3","6","3","15","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","2","3","Regular","Mala","6","0","2","0","0","4","2","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Mala","No","300","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/04/24 9:59:00 p. m. GMT-5","5","Femenino","55","1.51","18","Ciencias de la Salud.","3","7","2 ","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","2","2","Bajo","Regular","6","1","1","0","0","1","3","1","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Mixta.","Mala","Sí","20","A veces","Bastante","Bastante","A veces"
"2026/04/24 10:25:57 p. m. GMT-5","5","Femenino","60","1.64","18","Ciencias de la Salud.","2","6","1.5","3.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","0","Bajo","Regular","6","3","2","0","0","0","4","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Regular","No","160","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/24 10:31:13 p. m. GMT-5","5","Femenino","64","1.6","18","Ciencias de la Salud.","3","8","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","3","0","Muy bajo","Muy mala","5","0","1","2","1","1","3","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Regular","No","39","Rara vez","Bastante","Regular","Frecuentemente"
"2026/04/24 10:52:34 p. m. GMT-5","5","Masculino","65","1.65","22 ","Ingeniería, Tecnología y Construcción.","5","5 ","1","6.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","0","Regular","Regular","7","0","3","0","0","0","2","2","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Buena","No","10","A veces","Muy poco","Muy poco","A veces"
"2026/04/24 11:10:46 p. m. GMT-5","5","Femenino","65","1.60","20","Humanidades, Artes y Educación.","6","2","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","6","0","Alto","Buena","6","0","2","0","0","0","3","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","","Bastante","Frecuentemente"
"2026/04/24 11:52:40 p. m. GMT-5","8","Femenino","60","1.63","19","Administración, Negocios y Contabilidad.","5","4","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","1","1","4","2","Regular","Mala","5","1","0","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","15","Rara vez","Bastante","Bastante","Siempre"
"2026/04/25 1:09:46 a. m. GMT-5","8","Femenino","92","1.63","18","Ingeniería, Tecnología y Construcción.","5","3","1","7","Omnívora: Consume alimentos de origen animal y vegetal.","2","5","0","0","Bajo","Regular","4","0","1","1","1","1","3","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","No realizo actividad física.","Regular","No","0","A veces","Bastante","Poco","A veces"
"2026/04/25 6:39:58 a. m. GMT-5","5","Femenino","43","1.55","18","Ciencias Sociales y Derecho.","3","5","1","0.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","0","Muy bajo","Mala","4","2","1","3","1","2","4","1","Otros motivos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","Sí","20","Rara vez","Bastante","Bastante","Nunca"
"2026/04/25 7:39:24 a. m. GMT-5","5","Masculino","77","1.73","20","Ingeniería, Tecnología y Construcción.","4","6","2","4","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","2","Bajo","Regular","7","0","2","7","2","4","2","2.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Regular","No","200","A veces","Bastante","Bastante","Siempre"
"2026/04/25 8:21:06 a. m. GMT-5","5","Masculino","68","1.7","18","Ingeniería, Tecnología y Construcción.","3","6","6","16","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","4","4","Alto","Regular","6","0","3","0","0","0","4","1.2","Realizar actividad física","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","50","A veces","Regular","Bastante","A veces"
"2026/04/25 8:42:30 a. m. GMT-5","9","Masculino","85","1.71","20","Ingeniería, Tecnología y Construcción.","5","4","6","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Regular","Regular","7","0","3","0","0","0","2","3","Dormir más horas que lo habitual","Salud general y recomendación médica.","Deportes colectivos (futbol, basket, vóley).","Mala","No","0","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/25 8:50:53 a. m. GMT-5","1","Masculino","54","1.64","20","Ingeniería, Tecnología y Construcción.","4","6","2","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","5","Alto","Regular","6","2","2","1","1","1","3","2","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","300","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/25 9:06:30 a. m. GMT-5","9","Femenino","64","1.62","24","Ingeniería, Tecnología y Construcción.","9","4","14 ","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","7","Alto","Regular","6","0","1","2","al dia no, pero de ves en cuando","0","3","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","250","A veces","Regular","Bastante","Frecuentemente"
"2026/04/25 9:12:22 a. m. GMT-5","5","Femenino","90","1.65","19","Ingeniería, Tecnología y Construcción.","3","6","2.5","3.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","5","2","Bajo","Regular","6.5","1","3","0","0","1","3","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","Sí","50","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/25 9:25:15 a. m. GMT-5","5","Femenino","63","1.67","17","Ingeniería, Tecnología y Construcción.","1","6","1","3.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","1","Bajo","Mala","4","1","3","0","0","0","4","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","Sí","350","Frecuentemente","Regular","Bastante","A veces"
"2026/04/25 9:29:40 a. m. GMT-5","1","Masculino","72","1.75","19","Ingeniería, Tecnología y Construcción.","4","7","10","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","5","Regular","Buena","8","2","2","0","0","0","3","2.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Regular","No","500","A veces","Bastante","Bastante","A veces"
"2026/04/25 9:41:28 a. m. GMT-5","5","Masculino","87","1.72","28","Ingeniería, Tecnología y Construcción.","3","6","14","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","6","Alto","Mala","6","4","3","0","1","4","3","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","0","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/25 9:42:37 a. m. GMT-5","5","Masculino","1","3","18","Ciencias Sociales y Derecho.","3","8","10","12","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","6","7","1","0","Muy bajo","Muy buena","2","0","0","0","Seis mil setescientos sesenta y siete (6767) gramos de bebida energética.","2","4","2","Jugar videojuegos","Recreación y socialización con amigos.","No realizo actividad física.","Regular","Sí","0","A veces","Poco","Bastante","Siempre"
"2026/04/25 9:47:12 a. m. GMT-5","5","Femenino","42","1.63","21","Ingeniería, Tecnología y Construcción.","8","3","1","15","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","0","Muy bajo","Buena","7.5","0","3","0","0","4","3","1.5","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","No","5","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/25 9:51:32 a. m. GMT-5","5","Femenino","56","1.53","19","Ciencias de la Salud.","3","7","2","14","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","1","Bajo","Regular","6","1","3","0","0","1","2","1","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","10","A veces","Poco","Regular","Frecuentemente"
"2026/04/25 10:47:43 a. m. GMT-5","5","Masculino","85","1.78","19","Ingeniería, Tecnología y Construcción.","1","6","2","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","5","5","Regular","Mala","6","0","1","3","1","4","4","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","100","Rara vez","Regular","Regular","Frecuentemente"
"2026/04/25 11:34:59 a. m. GMT-5","5","Masculino","58","1.68","18","Ingeniería, Tecnología y Construcción.","3","7","1","12","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","0","Bajo","Buena","5","0","3","0","0","3","2","2.5","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","Sí","50","Frecuentemente","Bastante","Regular","Frecuentemente"
"2026/04/25 1:29:19 p. m. GMT-5","1","Femenino","68","1.70","19","Ingeniería, Tecnología y Construcción.","4","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","6","0","Regular","Regular","5","0","2","0","0","4","3","2","Otros motivos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","5","A veces","Regular","Poco","A veces"
"2026/04/25 2:06:44 p. m. GMT-5","5","Femenino","50","1.50","20","Ingeniería, Tecnología y Construcción.","2","9","1","6","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","3","0","3","Bajo","Regular","6","0","1","2","0","0","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","150","A veces","Muy poco","Regular","A veces"
"2026/04/25 2:08:39 p. m. GMT-5","5","Femenino","48","1.54","25","Ingeniería, Tecnología y Construcción.","10","5","6","12","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","0","Bajo","Regular","6","0","3","0","0","0","3","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","12","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/25 2:14:08 p. m. GMT-5","5","Femenino","55","1.62","18 ","Ingeniería, Tecnología y Construcción.","1","6","6","1.3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","3","Bajo","Regular","5","6","3","1","1","3","4","1","Ir de compras","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","100","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/25 2:34:00 p. m. GMT-5","5","Masculino","84","1.78","23","Ingeniería, Tecnología y Construcción.","5","7","5","16","Vegetariana: Excluye carne y pescado.","4","4","3","3","Regular","Mala","6","0","3","0","1","0","3","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","150","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/25 2:43:27 p. m. GMT-5","5","Masculino","67","1.69","22","Ingeniería, Tecnología y Construcción.","5","7","3","5","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","3","2","Bajo","Mala","5","0","1","0","0","0","3","2","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Mala","No","5","A veces","Bastante","Bastante","A veces"
"2026/04/25 2:43:28 p. m. GMT-5","5","Masculino","85","1.75","23","Ingeniería, Tecnología y Construcción.","10","3","2","6","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","2","3","1","1","Bajo","Regular","5","1","2","3","2","2","2","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","5","Frecuentemente","Regular","Regular","A veces"
"2026/04/25 2:50:19 p. m. GMT-5","5","Masculino","63","1.57","19","Ingeniería, Tecnología y Construcción.","3","5","12","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","6","Alto","Buena","8","0","3","0","0","3","3","5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","0","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/25 3:01:48 p. m. GMT-5","5","Masculino","61","1.69","21","Ingeniería, Tecnología y Construcción.","5","7","4","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Alto","Mala","5","1","2","2","2","1","2","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","5","A veces","Bastante","Regular","A veces"
"2026/04/25 3:06:11 p. m. GMT-5","5","Femenino","54","1","21","Humanidades, Artes y Educación.","7","6","8 ","3","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","2","1","5","6","Alto","Regular","7","2","0","0","1","2","2","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","200","A veces","Poco","Poco","Frecuentemente"
"2026/04/25 3:14:36 p. m. GMT-5","5","Masculino","96","1.77","21","Ingeniería, Tecnología y Construcción.","5","5","8","0","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","5","5","Alto","Regular","8","2","2","0","1","1","4","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","0","Frecuentemente","Bastante","Regular","Rara vez"
"2026/04/25 3:32:24 p. m. GMT-5","5","Femenino","56","1.56","20","Ciencias de la Salud.","9","6","3.5","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","2","Bajo","Regular","4","1","1","0","0","2","3","1","Otros motivos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Regular","No","30","A veces","Regular","Bastante","A veces"
"2026/04/25 3:40:09 p. m. GMT-5","5","Femenino","57","1.6","21","Ciencias Sociales y Derecho.","8","4","10","16","Omnívora: Consume alimentos de origen animal y vegetal.","5","2","6","5","Regular","Mala","5","2","3","2","1","0","3","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","180","A veces","Bastante","Bastante","Frecuentemente"
