Edad,Sexo,CantidadCursos,HorasSuenio,ActividadFisica,FrecBebida,UnidadBebida,HorasEjercicio,CanDesayuno,Carrera,Estres,CicloAcademico,CalidadSuenio,GrupoEncuesta
20,Femenino,7,7.5,Actividad aeróbica,2,1,10,Mucha,Ciencias Sociales y Derecho,Alto,7,Regular,8
24,Femenino,8,7.5,Deportes colectivos,1,2,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,8
21,Femenino,7,7.5,Deportes colectivos,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,5,Regular,8
20,Femenino,6,5.5,Actividad aeróbica,2,2,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,8,Mala,8
22,Femenino,7,7.5,Actividad aeróbica,3,2,2.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,8
19,Femenino,6,6.5,Actividad aeróbica,2,1,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,4,Regular,8
23,Femenino,5,7.5,Actividad aeróbica,3,2,2,Regular,Ciencias de la Salud,Muy alto,9,Buena,8
18,Femenino,8,6.5,Actividad aeróbica,2,1,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,3,Regular,8
22,Femenino,7,7.5,Actividad aeróbica,1,1,1,Bastante,Ciencias de la Salud,Alto,6,Regular,8
21,Femenino,8,7.5,Actividad aeróbica,0,0,1.5,Regular,Ciencias de la Salud,Alto,5,Regular,8
23,Femenino,7,6.5,Actividad aeróbica,0,0,1.5,Bastante,Ciencias de la Salud,Alto,7,Regular,8
23,Femenino,5,7.5,Actividad aeróbica,0,0,2.5,Ninguna,Ciencias de la Salud,Alto,8,Buena,8
23,Masculino,6,6,Deportes colectivos,0,1,4,Poca,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,8
21,Femenino,3,8,Deportes colectivos,1,1,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,8
21,Femenino,6,7.5,Mixta,1,1,2,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,7,Regular,8
23,Femenino,5,7.5,Actividad aeróbica,2,2,2.5,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,8,Regular,8
22,Femenino,5,7.2,Actividad aeróbica,1,1,2.5,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,7,Regular,8
23,Femenino,6,6.5,Actividad aeróbica,1,1,1.5,Regular,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,8
22,Femenino,7,6.5,Actividad aeróbica,2,1,1.5,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,5,Regular,8
22,Femenino,6,7.5,Mixta,0,0,2.5,Regular,Ciencias de la Salud,Muy alto,5,Regular,8
21,Femenino,7,6.5,Deportes colectivos,2,2,2.1,Regular,"Ingeniería, Tecnología y Construcción",Alto,4,Regular,8
23,Femenino,7,7.5,Actividad aeróbica,0,0,1.5,Mucha,"Ingeniería, Tecnología y Construcción",Muy alto,7,Buena,8
19,Femenino,4,5,Actividad aeróbica,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Mala,3
18,Masculino,5,5,Actividad aeróbica,1,1,8,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,3
19,Masculino,5,5,Deportes colectivos,4,3,5,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,3
21,Masculino,4,5,Actividad aeróbica,0,0,1,Bastante,"Administración, Negocios y Contabilidad",Muy alto,9,Regular,3
22,Femenino,5,7,Actividad aeróbica,0,1,3,Ninguna,Ciencias de la Salud,Bajo,6,Mala,3
21,Femenino,3,7,Actividad aeróbica,3,4,3,Regular,"Ingeniería, Tecnología y Construcción",Medio,4,Muy mala,3
19,Femenino,6,7,Deportes colectivos,0,2,1,Regular,"Administración, Negocios y Contabilidad",Bajo,1,Buena,3
20,Femenino,5,8,Deportes colectivos,3,3,4,Bastante,Ciencias Exactas y Ambientales,Medio,2,Muy mala,3
22,Femenino,5,8,Actividad aeróbica,4,3,1,Regular,Ciencias de la Salud,Alto,3,Buena,3
22,Femenino,5,8,Actividad aeróbica,2,3,1,Poca,"Administración, Negocios y Contabilidad",Medio,5,Buena,3
23,Femenino,5,8,Deportes colectivos,2,2,1,Poca,"Humanidades, Artes y Educación",Bajo,6,Muy buena,3
22,Masculino,4,6,Actividad aeróbica,0,0,2,Regular,"Ingeniería, Tecnología y Construcción",Nulo,4,Muy buena,3
21,Masculino,4,6,Actividad aeróbica,3,2,1,Regular,"Humanidades, Artes y Educación",Bajo,4,Regular,3
22,Masculino,6,5,Actividad aeróbica,5,2,2,Regular,Ciencias Sociales y Derecho,Alto,5,Regular,3
21,Femenino,5,5,Mixta,4,4,4,Regular,"Administración, Negocios y Contabilidad",Muy alto,3,Regular,3
20,Masculino,4,7,Actividad aeróbica,4,2,3,Regular,Ciencias de la Salud,Alto,4,Muy buena,3
24,Masculino,4,8,No realiza actividad física,4,1,1,Mucha,Ciencias de la Salud,Medio,9,Regular,3
19,Femenino,6,8,Mixta,0,0,1.5,Bastante,"Administración, Negocios y Contabilidad",Medio,5,Buena,3
20,Masculino,6,8,Deportes colectivos,0,0,4,Bastante,"Ingeniería, Tecnología y Construcción",Alto,2,Buena,9
18,Masculino,5,9,Mixta,0,0,10,Regular,"Administración, Negocios y Contabilidad",Muy alto,4,Buena,6
18,Masculino,NA,8,Mixta,2,1,3,Bastante,"Humanidades, Artes y Educación",Muy alto,1,Mala,6
18,Femenino,6,7,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Buena,3
24,Femenino,3,6,Mixta,0,0,1,Bastante,"Humanidades, Artes y Educación",Alto,9,Regular,3
22,Masculino,6,6,Mixta,0,0,1,Regular,Ciencias Sociales y Derecho,Bajo,3,Buena,3
18,Femenino,6,6,Deportes colectivos,0,0,3,Bastante,"Administración, Negocios y Contabilidad",Alto,1,Regular,3
18,Masculino,6,9,Actividad aeróbica,0,0,1,Bastante,Ciencias de la Salud,Nulo,3,Buena,3
19,Femenino,7,8,No realiza actividad física,0,0,1,Regular,Ciencias Sociales y Derecho,Bajo,7,Regular,3
22,Masculino,6,9,Actividad aeróbica,3,1,3,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,5,Buena,3
