age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y
51,management,married,tertiary,no,7934,yes,no,cellular,18,nov,727,4,0,no
42,technician,single,secondary,no,5000,yes,no,,7,may,275,4,0,no
43,technician,single,,no,5181,no,no,telephone,28,jan,41,1,0,no
34,management,married,tertiary,no,5176,no,no,cellular,18,aug,61,4,0,no
36,blue-collar,married,primary,no,5049,yes,no,cellular,15,may,232,2,5,no
37,blue-collar,married,secondary,no,7023,yes,no,cellular,10,jul,214,1,0,no
50,blue-collar,married,secondary,no,5372,yes,no,telephone,11,may,21,1,0,no
42,management,divorced,,no,12702,no,no,cellular,16,feb,138,2,0,yes
34,blue-collar,single,primary,no,5464,yes,no,cellular,18,may,173,1,2,no
48,management,married,secondary,no,5117,yes,no,cellular,16,apr,635,1,0,no
47,admin.,married,secondary,no,5104,yes,yes,cellular,14,jul,77,2,0,no
40,management,married,tertiary,no,6041,yes,no,,12,jun,73,1,0,no
37,management,married,tertiary,no,5539,no,no,cellular,18,jan,540,2,3,no
38,blue-collar,married,primary,no,5000,yes,no,,3,jun,179,2,0,no
29,technician,single,tertiary,no,5406,yes,no,cellular,17,jul,119,1,0,no
46,blue-collar,married,primary,no,7558,yes,no,telephone,20,nov,107,1,1,no
26,blue-collar,married,secondary,no,5484,yes,no,,19,may,48,2,0,no
30,services,single,tertiary,no,8516,yes,no,,29,may,447,4,0,no
42,blue-collar,married,secondary,no,10639,yes,no,cellular,17,jul,430,2,0,no
42,management,single,tertiary,no,5100,no,no,cellular,7,aug,64,2,0,no
31,admin.,single,secondary,no,6306,yes,no,,28,may,217,5,0,no
37,management,single,tertiary,no,5815,yes,no,cellular,7,may,77,1,0,no
26,blue-collar,married,secondary,no,5245,yes,no,,26,may,,11,0,no
54,blue-collar,married,,no,5191,no,no,cellular,4,aug,753,2,0,no
70,retired,married,secondary,no,7815,no,no,cellular,26,apr,125,2,1,no
29,self-employed,single,secondary,no,8672,yes,yes,,28,may,1210,1,0,no
50,services,married,secondary,no,6572,yes,no,cellular,9,jul,185,1,0,no
60,unemployed,divorced,secondary,no,5385,yes,no,cellular,4,feb,80,1,0,no
32,technician,single,secondary,no,5029,no,no,cellular,19,aug,156,2,0,no
32,technician,married,secondary,no,5084,no,yes,cellular,29,jul,403,3,0,no
34,self-employed,single,tertiary,no,5876,yes,no,cellular,17,nov,145,2,0,no
48,services,single,primary,no,6499,yes,no,cellular,12,may,,7,0,no
25,student,married,tertiary,no,,yes,no,cellular,9,jul,160,1,0,no
32,management,married,secondary,no,11217,yes,yes,cellular,18,nov,486,2,2,no
32,blue-collar,married,primary,no,5329,yes,no,cellular,3,feb,321,1,0,no
47,admin.,divorced,secondary,no,5162,yes,no,,9,may,203,4,0,no
32,technician,married,,no,,no,no,cellular,31,dec,646,3,2,no
49,management,single,tertiary,no,5151,yes,no,cellular,8,jul,97,3,0,yes
53,services,married,secondary,no,4998,yes,yes,cellular,16,apr,144,2,0,no
41,blue-collar,single,,no,9684,no,no,,20,jun,30,6,0,no
47,management,divorced,tertiary,no,6149,no,yes,cellular,15,jul,82,2,0,no
35,blue-collar,married,primary,no,5011,yes,no,,13,may,326,4,0,no
33,management,single,secondary,no,13004,no,no,cellular,19,nov,414,3,0,no
49,blue-collar,married,primary,no,6019,yes,no,cellular,16,apr,285,5,0,no
46,management,divorced,tertiary,no,6297,no,no,cellular,11,aug,716,3,0,yes
29,management,divorced,tertiary,no,5415,yes,yes,,28,may,449,4,0,no
58,self-employed,married,primary,no,5671,yes,no,,17,jun,,3,0,no
40,admin.,single,secondary,no,7378,yes,no,,2,jun,65,1,0,no
34,management,married,tertiary,no,5417,yes,no,cellular,18,nov,138,1,0,no
60,retired,married,primary,no,5071,no,no,cellular,10,jul,121,3,0,no
43,management,married,tertiary,no,6188,no,no,cellular,27,may,140,2,0,no
50,blue-collar,married,primary,no,13139,yes,no,cellular,18,aug,256,6,0,no
33,blue-collar,married,secondary,no,5249,yes,no,cellular,31,jul,61,4,0,no
37,blue-collar,married,primary,no,5689,yes,no,cellular,14,jul,367,2,0,no
55,self-employed,married,secondary,no,5203,yes,no,telephone,14,may,,5,12,no
45,blue-collar,single,primary,yes,4817,no,yes,cellular,15,jul,395,4,0,no
47,blue-collar,married,primary,no,8451,no,yes,cellular,21,nov,125,2,0,no
58,technician,married,secondary,no,5116,no,no,,16,jun,580,3,0,no
36,services,married,secondary,no,6746,yes,no,cellular,7,apr,,1,1,no
55,technician,married,secondary,no,5000,yes,no,,30,may,119,2,0,no
31,blue-collar,married,secondary,no,5897,yes,no,,20,may,26,2,0,no
38,technician,married,secondary,no,5821,yes,yes,cellular,17,nov,224,2,1,no
42,blue-collar,married,secondary,no,5130,yes,no,,29,may,285,1,0,no
32,management,divorced,tertiary,no,5001,yes,no,,8,may,399,4,0,no
39,blue-collar,married,secondary,no,5008,no,no,cellular,30,jul,88,3,0,no
41,technician,married,secondary,no,5055,yes,no,cellular,6,aug,185,4,0,no
59,blue-collar,married,primary,no,5699,no,no,cellular,28,jan,98,1,6,no
42,unemployed,divorced,secondary,no,5759,no,no,cellular,28,jan,97,1,3,no
33,blue-collar,married,secondary,no,5687,yes,no,cellular,14,may,72,2,1,no
53,retired,married,secondary,no,9968,no,no,cellular,6,may,109,1,2,no
43,blue-collar,married,primary,no,6211,yes,no,,6,may,208,3,0,no
39,self-employed,single,tertiary,no,5426,no,no,,18,jun,1029,1,0,yes
27,entrepreneur,single,secondary,no,5376,yes,yes,cellular,5,may,273,1,0,no
39,management,married,tertiary,no,5012,yes,no,,23,may,130,1,0,no
27,blue-collar,single,secondary,no,5023,no,no,cellular,26,feb,590,2,0,no
33,admin.,married,secondary,no,5353,yes,no,cellular,19,nov,107,2,0,no
29,services,divorced,secondary,no,5330,yes,no,,12,may,88,2,0,no
33,management,divorced,tertiary,no,5000,no,no,cellular,13,aug,305,2,0,no
41,entrepreneur,married,secondary,no,5353,no,no,cellular,19,nov,90,2,0,no
38,technician,single,tertiary,no,7273,yes,no,cellular,17,apr,222,1,0,no
30,management,married,tertiary,no,5000,yes,no,cellular,9,jul,127,1,0,no
58,unemployed,married,tertiary,no,5744,no,no,telephone,28,jan,38,1,0,no
37,services,single,secondary,no,5608,no,no,cellular,14,may,380,3,0,no
36,admin.,divorced,secondary,no,5356,yes,no,cellular,7,apr,244,3,1,no
45,blue-collar,married,primary,no,6291,yes,no,cellular,28,aug,189,17,0,no
23,technician,single,secondary,no,4694,yes,no,,4,jun,217,2,0,no
53,blue-collar,married,primary,no,5306,no,no,cellular,28,jul,388,3,1,yes
44,blue-collar,married,primary,no,4688,yes,no,,20,jun,22,3,0,no
32,technician,single,secondary,no,5493,no,no,cellular,13,aug,289,2,0,no
32,management,married,tertiary,no,5071,yes,no,cellular,21,jul,221,8,0,no
38,admin.,married,tertiary,no,5669,yes,yes,cellular,31,jul,129,2,0,no
47,blue-collar,married,primary,no,5556,yes,no,cellular,4,feb,147,2,4,no
34,services,single,secondary,no,5084,yes,no,,23,may,299,1,0,no
52,services,married,secondary,no,5108,yes,no,,15,may,543,12,0,no
45,admin.,single,secondary,no,4989,yes,no,cellular,5,may,247,1,0,no
50,blue-collar,married,primary,no,6164,yes,no,,8,may,166,2,0,no
52,blue-collar,divorced,primary,no,4809,yes,no,,15,may,755,1,0,yes
37,blue-collar,married,secondary,no,5132,no,no,,27,may,336,2,0,no
51,blue-collar,married,secondary,no,7237,yes,no,,29,may,619,1,0,no
32,management,married,tertiary,no,9761,yes,no,cellular,5,may,159,2,2,no
33,blue-collar,married,secondary,no,4654,yes,yes,,23,may,29,3,0,no
28,unemployed,married,secondary,no,5655,yes,no,,4,jun,606,2,0,no
66,management,married,tertiary,no,6048,yes,no,cellular,23,jun,971,2,0,no
31,services,single,secondary,no,5000,yes,no,,28,may,231,2,0,no
35,blue-collar,married,primary,no,5624,yes,no,,7,may,163,1,0,no
47,services,single,,no,6784,no,no,cellular,19,oct,385,2,0,yes
36,admin.,single,secondary,no,6281,no,no,telephone,24,jul,119,2,0,no
32,technician,single,tertiary,no,5569,no,yes,cellular,29,jan,348,1,0,no
34,blue-collar,married,primary,no,6666,yes,no,,31,mar,30,1,0,no
40,admin.,married,secondary,no,5168,yes,no,cellular,7,may,249,2,1,no
33,self-employed,married,tertiary,no,5263,no,no,cellular,4,may,119,2,0,no
39,blue-collar,married,secondary,no,4595,yes,no,cellular,8,may,177,1,0,no
38,self-employed,married,secondary,no,5279,yes,no,,28,may,110,5,0,no
32,technician,single,secondary,no,5000,no,no,cellular,18,aug,594,4,0,yes
65,admin.,married,,no,5300,no,no,cellular,12,jan,105,1,0,no
34,unemployed,single,tertiary,no,5415,no,no,cellular,12,aug,123,1,0,no
34,admin.,single,primary,no,5000,yes,yes,cellular,6,may,172,4,0,no
42,blue-collar,single,primary,no,6322,yes,yes,cellular,8,jul,178,1,0,no
31,services,married,secondary,no,6062,yes,yes,cellular,6,apr,230,1,0,no
47,technician,married,secondary,no,5302,yes,no,,20,jun,89,3,0,no
44,technician,divorced,secondary,no,5809,yes,no,,15,may,118,4,0,no
38,housemaid,married,secondary,no,4722,yes,no,cellular,28,jul,143,2,0,no
28,management,single,tertiary,no,8238,yes,no,,19,may,,1,0,no
46,admin.,single,secondary,no,5751,yes,no,,13,may,104,2,0,no
51,blue-collar,divorced,primary,no,4972,no,yes,,2,jul,220,2,0,no
42,management,divorced,tertiary,no,5000,no,no,,20,jun,85,2,0,no
37,technician,single,secondary,no,7442,no,no,cellular,16,feb,91,3,0,yes
58,unemployed,married,tertiary,no,6798,yes,no,cellular,5,feb,,8,0,no
43,admin.,married,secondary,no,5132,no,no,cellular,19,aug,574,1,3,yes
36,management,single,tertiary,no,5260,yes,no,cellular,7,may,49,1,0,no
34,blue-collar,married,secondary,no,5007,yes,yes,cellular,2,feb,171,2,2,no
31,management,single,tertiary,no,8283,no,no,cellular,2,feb,258,1,1,yes
49,technician,married,,no,,yes,no,cellular,18,nov,41,2,0,no
54,management,married,tertiary,no,7960,yes,no,cellular,20,nov,83,1,0,no
29,unemployed,single,secondary,no,5486,no,no,telephone,30,apr,95,1,0,no
51,retired,divorced,secondary,no,5343,yes,no,,30,may,78,2,0,no
40,unemployed,divorced,secondary,no,5507,yes,no,cellular,2,feb,134,1,7,no
35,management,single,tertiary,no,10958,yes,no,cellular,22,mar,215,1,0,yes
25,student,single,secondary,no,5304,no,no,cellular,26,may,226,2,0,yes
32,blue-collar,single,secondary,no,5118,yes,no,cellular,17,jul,1275,1,0,yes
30,self-employed,married,secondary,no,5123,no,yes,,17,jul,66,1,5,no
38,management,married,tertiary,no,5076,yes,no,cellular,7,jul,196,3,0,no
46,admin.,married,secondary,no,5070,yes,no,cellular,27,mar,229,2,0,yes
43,unemployed,married,primary,no,5960,yes,yes,,15,may,241,2,0,no
32,technician,single,tertiary,no,7185,no,no,cellular,20,nov,354,2,0,no
29,blue-collar,single,secondary,no,5309,yes,no,cellular,11,may,471,3,0,no
56,blue-collar,married,secondary,no,7190,no,yes,cellular,30,jan,90,2,1,no
57,technician,married,primary,no,5000,no,no,,5,jun,58,8,0,no
38,admin.,married,secondary,no,8732,yes,no,,21,may,379,2,0,no
51,technician,married,primary,no,6550,no,no,,20,jun,,5,0,no
35,admin.,single,tertiary,no,5062,no,yes,cellular,30,apr,67,1,0,no
37,blue-collar,married,primary,no,5704,no,no,,18,jun,165,7,0,no
48,management,married,secondary,no,9415,yes,no,cellular,8,apr,1032,3,7,yes
30,blue-collar,single,secondary,yes,5004,yes,no,,23,may,84,3,0,no
60,retired,married,secondary,no,5262,no,no,cellular,18,aug,393,4,0,no
56,management,married,secondary,no,5238,yes,no,cellular,19,nov,808,1,0,no
45,blue-collar,married,primary,no,5097,yes,no,,7,may,923,3,0,no
38,technician,divorced,secondary,no,5410,no,no,cellular,11,aug,63,6,0,no
20,student,single,secondary,no,6191,no,no,cellular,12,feb,274,1,0,no
59,retired,married,primary,no,4953,yes,no,cellular,27,aug,84,4,0,no
34,technician,married,tertiary,no,5197,no,no,cellular,20,aug,78,3,0,yes
36,blue-collar,married,,no,5006,no,no,,20,jun,41,7,0,no
53,admin.,single,secondary,no,7398,yes,no,cellular,2,aug,317,1,2,yes
51,management,married,tertiary,no,5630,yes,no,cellular,5,may,138,1,0,no
58,retired,married,secondary,no,5235,no,no,cellular,27,aug,88,4,0,no
48,management,married,primary,no,6910,yes,no,,29,may,413,2,0,no
56,management,married,tertiary,no,8172,yes,no,cellular,5,feb,139,1,0,no
51,blue-collar,married,primary,no,5872,no,no,cellular,8,aug,82,2,0,no
35,blue-collar,married,secondary,no,5407,yes,no,cellular,20,apr,,6,0,no
40,admin.,single,secondary,no,5100,yes,no,cellular,11,aug,221,1,1,yes
59,housemaid,married,secondary,no,5345,no,no,,9,jun,38,1,0,no
44,management,divorced,tertiary,no,7058,no,yes,cellular,21,nov,661,1,0,no
49,housemaid,married,primary,no,5889,no,no,telephone,7,jul,388,1,0,yes
35,admin.,married,tertiary,no,5000,yes,no,cellular,28,jul,151,7,0,no
41,management,married,tertiary,no,5051,no,no,cellular,25,aug,140,8,0,no
55,retired,married,primary,no,5150,no,no,cellular,8,jul,124,1,0,no
51,self-employed,married,secondary,yes,5034,no,yes,cellular,7,jul,200,1,0,no
27,services,single,secondary,no,5795,no,no,cellular,6,feb,101,3,0,no
57,blue-collar,married,primary,no,5282,no,yes,cellular,7,jul,261,12,0,no
51,management,single,tertiary,no,7139,no,no,cellular,17,nov,176,2,0,no
38,management,married,tertiary,no,4531,yes,no,,16,jun,209,12,0,no
49,admin.,married,secondary,no,5197,yes,no,cellular,13,apr,223,1,2,yes
40,technician,single,tertiary,no,5825,yes,no,cellular,20,apr,38,1,1,no
47,housemaid,single,tertiary,no,8232,no,no,telephone,6,oct,541,1,3,no
48,management,divorced,secondary,no,6598,yes,no,,29,may,84,1,0,no
47,services,married,tertiary,no,5871,no,no,cellular,22,aug,602,9,0,no
56,services,married,secondary,no,5083,no,no,cellular,27,aug,26,11,0,no
29,management,single,tertiary,no,6445,no,no,cellular,26,apr,328,2,2,yes
38,technician,married,secondary,no,5226,yes,no,,30,may,762,3,0,yes
32,management,married,tertiary,no,4945,yes,no,cellular,26,aug,107,4,0,no
42,admin.,single,secondary,no,5243,yes,no,,14,may,46,5,0,no
30,blue-collar,married,primary,no,4664,no,no,cellular,10,jul,128,6,0,no
26,admin.,single,tertiary,no,8672,yes,no,,29,may,360,5,0,no
35,technician,married,secondary,no,5000,yes,no,cellular,9,nov,524,1,5,yes
35,technician,married,secondary,no,5251,yes,yes,,1,jul,128,3,0,no
35,self-employed,single,tertiary,no,5044,no,no,cellular,7,sep,310,2,2,no
57,blue-collar,married,secondary,no,7887,no,no,cellular,21,aug,819,10,0,yes
29,admin.,single,secondary,no,6992,no,no,cellular,8,jul,202,1,2,no
32,blue-collar,single,secondary,no,5002,no,no,,9,may,144,2,0,no
45,technician,married,secondary,no,6415,yes,no,cellular,24,jul,311,1,0,no
51,management,single,tertiary,no,5297,yes,no,cellular,15,may,415,4,1,yes
31,technician,single,secondary,no,6094,yes,no,,12,jun,93,8,0,no
50,self-employed,married,,no,4916,yes,no,,6,may,101,1,0,no
38,blue-collar,single,secondary,no,4999,yes,no,,7,may,72,1,0,no
37,management,married,tertiary,no,5347,yes,no,cellular,22,jul,282,1,0,no
35,management,married,tertiary,no,6253,yes,no,,19,may,210,2,0,no
37,unemployed,married,,no,9565,no,no,cellular,4,sep,369,1,0,no
28,management,single,tertiary,no,5781,no,no,cellular,9,apr,125,6,0,no
38,management,married,tertiary,no,12124,no,no,,16,jun,301,6,0,no
43,management,married,secondary,no,,no,no,cellular,26,aug,,14,0,no
43,management,married,,no,10172,yes,no,,29,may,57,3,0,no
56,management,married,tertiary,no,,no,no,cellular,18,nov,420,1,0,no
32,technician,single,tertiary,no,,yes,no,cellular,14,may,638,1,3,no
58,management,divorced,tertiary,no,6533,no,no,,15,may,137,2,0,no
47,management,married,tertiary,no,5286,no,no,cellular,22,aug,557,7,0,no
31,blue-collar,single,secondary,no,4781,yes,no,,30,may,66,2,0,no
38,management,married,tertiary,no,5000,yes,no,,20,may,206,1,0,no
50,blue-collar,married,secondary,no,5810,yes,no,,14,may,,14,0,no
32,blue-collar,married,secondary,no,5300,no,no,cellular,6,feb,166,2,0,no
37,services,single,secondary,no,6175,yes,no,cellular,15,may,102,1,2,no
39,management,married,tertiary,no,5000,yes,no,,2,jun,46,2,0,no
40,services,married,secondary,no,5113,yes,no,,4,jun,126,1,0,no
41,blue-collar,married,secondary,no,5641,yes,no,,13,may,161,1,0,no
45,technician,married,secondary,no,6477,yes,no,cellular,8,jul,355,1,0,no
31,admin.,married,secondary,no,5000,yes,no,,14,may,40,2,0,no
54,services,married,primary,no,5008,yes,no,cellular,14,may,143,1,0,no
39,admin.,divorced,secondary,no,5399,yes,yes,cellular,14,aug,133,2,0,no
56,admin.,divorced,secondary,yes,4565,yes,yes,,9,may,185,2,0,no
35,admin.,single,secondary,no,7830,no,no,,20,jun,22,12,0,no
34,management,married,secondary,no,5015,no,no,cellular,25,aug,184,7,0,no
31,technician,single,secondary,no,5125,no,no,cellular,22,aug,78,2,0,no
38,technician,married,tertiary,no,5045,no,no,cellular,22,jul,125,4,0,no
41,technician,married,tertiary,no,,no,no,,5,jun,189,2,0,no
44,entrepreneur,married,tertiary,no,5000,yes,no,,9,jul,300,1,0,no
49,blue-collar,married,secondary,no,5579,yes,no,,28,may,396,1,0,no
30,services,single,secondary,no,5432,yes,no,,20,may,340,3,0,no
31,services,single,secondary,no,6987,yes,no,telephone,20,nov,55,2,0,no
34,management,married,secondary,no,5857,yes,no,cellular,22,aug,238,6,0,no
70,retired,married,tertiary,no,,no,no,cellular,5,apr,172,3,1,no
45,management,married,tertiary,no,8370,no,no,,12,jun,36,3,0,no
31,management,married,tertiary,no,11290,no,no,cellular,20,nov,303,2,0,no
57,admin.,married,secondary,no,5808,no,no,cellular,14,jul,417,3,0,no
40,services,married,,no,9075,yes,no,,16,jun,162,3,0,no
28,blue-collar,married,secondary,no,5373,yes,no,cellular,14,may,,9,1,no
44,admin.,single,secondary,no,4899,yes,no,cellular,10,jul,99,1,0,no
49,services,divorced,secondary,no,8250,no,no,,16,jun,32,3,0,no
46,management,married,tertiary,no,6375,yes,no,cellular,17,nov,308,3,0,no
34,management,married,tertiary,no,5180,no,no,cellular,16,jun,298,3,0,no
58,technician,married,secondary,no,5175,no,no,cellular,12,aug,92,4,0,no
52,services,married,secondary,no,5381,no,yes,cellular,25,aug,288,12,0,no
27,blue-collar,married,secondary,no,7171,yes,no,cellular,16,apr,130,1,1,no
48,technician,married,secondary,no,5340,yes,no,cellular,28,jan,255,2,0,no
33,technician,divorced,secondary,yes,5010,yes,yes,cellular,18,nov,167,5,0,no
46,admin.,married,secondary,no,9958,yes,no,cellular,17,nov,64,3,5,no
51,housemaid,married,,no,,no,yes,cellular,4,aug,166,2,0,no
31,management,married,tertiary,no,5156,no,no,cellular,13,aug,657,7,0,yes
35,technician,divorced,secondary,no,5473,yes,yes,,26,may,434,4,0,no
37,admin.,single,secondary,no,5781,no,no,cellular,20,aug,75,1,0,no
60,entrepreneur,married,primary,no,5000,no,no,telephone,23,jul,40,1,0,no
40,technician,married,secondary,no,6819,no,no,cellular,5,jun,398,2,0,no
50,management,married,tertiary,no,9374,yes,no,cellular,21,nov,163,2,3,no
34,entrepreneur,married,secondary,no,5456,yes,yes,cellular,28,aug,137,8,0,no
32,technician,married,secondary,no,5253,yes,no,,4,jun,257,3,0,no
36,services,single,secondary,no,5774,yes,no,cellular,3,feb,231,2,1,no
32,admin.,single,tertiary,no,4941,no,yes,,4,jul,192,1,0,no
40,services,divorced,secondary,no,4919,no,yes,cellular,23,jul,186,1,0,no
37,blue-collar,married,primary,no,5000,yes,no,cellular,6,may,226,1,3,no
57,management,married,tertiary,no,5000,yes,no,cellular,21,nov,67,1,0,no
46,management,married,tertiary,no,4997,no,no,cellular,28,aug,205,2,0,no
31,blue-collar,single,primary,no,7488,yes,no,cellular,20,apr,,1,0,no
39,technician,divorced,tertiary,yes,5003,no,no,cellular,6,may,488,1,0,yes
35,management,married,secondary,no,5839,yes,no,,23,may,50,3,0,no
32,blue-collar,married,primary,no,5103,no,no,cellular,23,jul,312,1,0,no
44,technician,divorced,secondary,no,5316,yes,no,cellular,21,jul,163,3,0,no
41,technician,single,secondary,no,6680,yes,no,,2,jun,76,2,0,no
59,retired,divorced,primary,no,12179,no,no,cellular,5,feb,150,1,0,no
39,services,married,secondary,no,5247,yes,no,cellular,17,apr,244,2,0,no
54,management,married,tertiary,no,13295,no,no,cellular,5,jun,207,1,0,yes
27,services,single,secondary,no,5261,yes,yes,cellular,18,may,113,1,0,no
51,self-employed,married,secondary,no,5095,yes,no,cellular,23,jul,1309,4,0,yes
